id,package,repo_url,sfp_id,modified,published,vul_version,summary,details,severity,references
RUSTSEC-2021-0065,anymap,https://github.com/chris-morgan/anymap,['Risky Values'],2021-11-06 20:37:35+00:00,2021-05-07T12:00:00Z,"[('0.0.0-0', None), ('0', None)]","Incorrect cast in anymap
anymap is unmaintained.
","An issue was discovered in the anymap crate through 0.12.1 for Rust. It violates soundness via conversion of a *u8 to a *u64.
The `anymap` crate does not appear to be maintained, and the most recent
published version 0.12.1 includes a soundness bug. This has been
[fixed](https://github.com/chris-morgan/anymap/pull/32) a few years ago, but
was never released.
",Critical,"['https://crates.io/crates/anymap', 'https://nvd.nist.gov/vuln/detail/CVE-2021-38187', 'https://github.com/chris-morgan/anymap', 'https://github.com/chris-morgan/anymap/issues/37', 'https://rustsec.org/advisories/RUSTSEC-2021-0065.html']"
RUSTSEC-2020-0099,aovec,https://github.com/krl/aovec,"['Memory Access', 'Synchronization', 'Memory Management']",2021-10-19 22:14:35+00:00,2020-12-10T12:00:00Z,"[('0.0.0-0', None), ('0', None)]","Data races in aovec
Aovec<T> lacks bound on its Send and Sync traits allowing data races
","An issue was discovered in the aovec crate through 2020-12-10 for Rust. Because Aovec<T> does not have bounds on its Send trait or Sync trait, a data race and memory corruption can occur.
`aovec::Aovec<T>` is a vector type that implements `Send` and `Sync` for all
types `T`.

This allows non-Send types such as `Rc` and non-Sync types such as `Cell` to
be used across thread boundaries which can trigger undefined behavior and
memory corruption.
",High,"['https://nvd.nist.gov/vuln/detail/CVE-2020-36207', 'https://crates.io/crates/aovec', 'https://github.com/krl/aovec', 'https://rustsec.org/advisories/RUSTSEC-2020-0099.html']"
GHSA-fvhr-7j8m-3cvc,appendix,https://github.com/krl/appendix,"['Synchronization', 'Memory Management']",2021-08-24 19:08:25+00:00,2021-08-25T20:57:02Z,"[('0.0.0-0', None), ('0', None)]","Data race and memory safety issue in `Index`
Data races in appendix
","The `appendix` crate implements a key-value mapping data structure called
`Index<K, V>` that is stored on disk. The crate allows for any type to inhabit
the generic `K` and `V` type parameters and implements Send and Sync for them
unconditionally.

Using a type that is not marked as `Send` or `Sync` with `Index` can allow it
to be used across multiple threads leading to data races. Additionally using
reference types for the keys or values will lead to the segmentation faults
in the crate's code.
The `appendix` crate implements a key-value mapping data structure called
`Index<K, V>` that is stored on disk. The crate allows for any type to inhabit
the generic `K` and `V` type parameters and implements Send and Sync for them
unconditionally.

Using a type that is not marked as `Send` or `Sync` with `Index` can allow it
to be used across multiple threads leading to data races. Additionally using
reference types for the keys or values will lead to the segmentation faults
in the crate's code.
",Medium,"['https://github.com/krl/appendix/issues/6', 'https://nvd.nist.gov/vuln/detail/CVE-2020-36469', 'https://rustsec.org/advisories/RUSTSEC-2020-0149.html', 'https://crates.io/crates/appendix', 'https://github.com/krl/appendix']"
RUSTSEC-2020-0091,arc-swap,https://github.com/vorner/arc-swap,['Memory Management'],2021-10-19 22:14:35+00:00,2020-12-10T12:00:00Z,"[('0.4.2', '0.4.8')]","Dangling reference in `access::Map` with Constant
","Using the `arc_swap::access::Map` with the `Constant` test helper (or with
user-provided implementation of the `Access` trait) could sometimes lead to the
map returning dangling references.

Replaced by implementation without `unsafe`, at the cost of added `Clone` bound
on the closure and small penalty on performance.
",High,"['https://github.com/vorner/arc-swap/issues/45', 'https://crates.io/crates/arc-swap', 'https://rustsec.org/advisories/RUSTSEC-2020-0091.html']"
RUSTSEC-2021-0040,arenavec,https://github.com/ibabushkin/arenavec,"['Memory Access', 'Memory Management']",2021-10-19 22:14:35+00:00,2021-01-12T12:00:00Z,"[('0.0.0-0', None), ('0', None)]","Out of bounds write in arenavec
Double free in arenavec
panic safety: double drop or uninitialized drop of T upon panic
","An issue was discovered in the arenavec crate through 0.1.1. A drop of uninitialized memory can sometimes occur upon a panic in T::default().
An issue was discovered in the arenavec crate through 2021-01-12 for Rust. A double drop can sometimes occur upon a panic in T::drop().
Affected versions of this crate did not guard against potential panics that may happen from user-provided functions `T::default()` and `T::drop()`.

Panic within `T::default()` leads to dropping uninitialized `T`, when it is invoked from `common::Slice::<T, H>::new()`.
Panic within `T::drop()` leads to double drop of `T`, when it is invoked either from `common::SliceVec::<T, H>::resize_with()` or `common::SliceVec::<T, H>::resize()`

Either case causes memory corruption in the heap memory.
",High,"['https://github.com/ibabushkin/arenavec/issues/1', 'https://crates.io/crates/arenavec', 'https://rustsec.org/advisories/RUSTSEC-2021-0040.html', 'https://github.com/ibabushkin/arenavec', 'https://nvd.nist.gov/vuln/detail/CVE-2021-29931', 'https://nvd.nist.gov/vuln/detail/CVE-2021-29930']"
GHSA-qj3v-q2vj-4c8h,ark-r1cs-std,https://github.com/arkworks-rs/r1cs-std,"['Cryptography', 'Other']",2021-08-18 21:27:27+00:00,2021-08-25T20:55:58Z,"[('0.2.0', '0.3.1'), ('0.0.0-0', '0.3.1')]","Flaw in `FieldVar::mul_by_inverse` allows unsound R1CS constraint systems
Calculation error in ark-r1cs-std
","Versions `0.2.0` to `0.3.0` of ark-r1cs-std did not enforce any constraints in the `FieldVar::mul_by_inverse` method, allowing a malicious prover to produce an unsound proof that passes all verifier checks.
This method was used primarily in scalar multiplication for [`short_weierstrass::ProjectiveVar`](https://docs.rs/ark-r1cs-std/0.3.0/ark_r1cs_std/groups/curves/short_weierstrass/struct.ProjectiveVar.html).

This bug was fixed in commit `47ddbaa`, and was released as part of version `0.3.1` on `crates.io`.
An issue was discovered in the ark-r1cs-std crate before 0.3.1 for Rust. It does not enforce any constraints in the FieldVar::mul_by_inverse method. Thus, a prover can produce a proof that is unsound but is nonetheless verified.
",nan,"['https://github.com/arkworks-rs/r1cs-std', 'https://nvd.nist.gov/vuln/detail/CVE-2021-38194', 'https://rustsec.org/advisories/RUSTSEC-2021-0075.html', 'https://crates.io/crates/ark-r1cs-std', 'https://github.com/arkworks-rs/r1cs-std/pull/70', 'https://raw.githubusercontent.com/rustsec/advisory-db/main/crates/ark-r1cs-std/RUSTSEC-2021-0075.md']"
RUSTSEC-2020-0034,arr,https://github.com/sjep/array.git,"['Memory Access', 'Exception Management', 'Synchronization', 'Memory Management']",2021-01-31 04:02:50+00:00,2020-08-25T12:00:00Z,"[('0.0.0-0', None), ('0', None)]","Uninitialized memory drop in arr
Buffer overflow in arr
Data races in arr
Multiple security issues including data race, buffer overflow, and uninitialized memory drop
","An issue was discovered in the arr crate through 2020-08-25 for Rust. Uninitialized memory is dropped by Array::new_from_template.
An issue was discovered in the arr crate through 2020-08-25 for Rust. There is a buffer overflow in Index and IndexMut.
An issue was discovered in the arr crate through 2020-08-25 for Rust. An attacker can smuggle non-Sync/Send types across a thread boundary to cause a data race.
`arr` crate contains multiple security issues. Specifically,

1. It incorrectly implements Sync/Send bounds, which allows to smuggle non-Sync/Send types across the thread boundary.
2. `Index` and `IndexMut` implementation does not check the array bound.
3. `Array::new_from_template()` drops uninitialized memory.
",Critical,"['https://crates.io/crates/arr', 'https://github.com/sjep/array/issues/1', 'https://nvd.nist.gov/vuln/detail/CVE-2020-35887', 'https://github.com/sjep/array', 'https://nvd.nist.gov/vuln/detail/CVE-2020-35888', 'https://rustsec.org/advisories/RUSTSEC-2020-0034.html', 'https://nvd.nist.gov/vuln/detail/CVE-2020-35886']"
RUSTSEC-2022-0017,array-macro,https://gitlab.com/KonradBorowski/array-macro,"['Memory Access', 'Other', 'Memory Management']",2022-04-27 19:05:18+00:00,2022-04-27T12:00:00Z,"[('2.1.0', '2.1.2')]","`array!` macro is unsound when its length is impure constant
","Affected versions of this crate did substitute the array length provided by an user at compile-time multiple times.

When an impure constant expression is passed as an array length (such as a result of an impure procedural macro), this can result in the initialization of an array with uninitialized types, which in turn can allow an attacker to execute arbitrary code.

The flaw was corrected in commit [d5b63f72](https://gitlab.com/KonradBorowski/array-macro/-/commit/d5b63f72090f3809c21ac28f9cfd84f12559bf7d) by making sure that array length is substituted just once.
",nan,"['https://crates.io/crates/array-macro', 'https://rustsec.org/advisories/RUSTSEC-2022-0017.html', 'https://gitlab.com/KonradBorowski/array-macro/-/issues/5']"
RUSTSEC-2020-0161,array-macro,https://gitlab.com/KonradBorowski/array-macro,['Memory Management'],2022-01-21 17:52:31+00:00,2020-05-07T12:00:00Z,"[('0.1.2', '1.0.5')]","`array!` macro is unsound in presence of traits that implement methods it calls internally
","Affected versions of this crate called some methods using auto-ref. The affected code looked like this.

```rust
let mut arr = $crate::__core::mem::MaybeUninit::uninit();
let mut vec = $crate::__ArrayVec::<T>::new(arr.as_mut_ptr() as *mut T);
```

In this case, the problem is that `as_mut_ptr` is a method of `&mut MaybeUninit`, not `MaybeUninit`. This made it possible for traits to hijack the method calls in order to cause unsoundness.

```rust
trait AsMutPtr<T> {
    fn as_mut_ptr(&self) -> *mut T;
}
impl<T> AsMutPtr<T> for std::mem::MaybeUninit<T> {
    fn as_mut_ptr(&self) -> *mut T {
        std::ptr::null_mut()
    }
}
array![0; 1];
```

The flaw was corrected by explicitly referencing variables in macro body in order to avoid auto-ref.
",nan,"['https://rustsec.org/advisories/RUSTSEC-2020-0161.html', 'https://gitlab.com/KonradBorowski/array-macro/-/commit/01940637dd8f3bfeeee3faf9639fa9ae52f19f4d', 'https://crates.io/crates/array-macro']"
GHSA-75cq-g75g-rxff,array-queue,https://github.com/raviqqe/array-queue,['Memory Access'],2021-08-18 22:36:31+00:00,2021-08-25T21:00:43Z,"[('0.3.0', None)]","array_queue pop_back() may cause a use-after-free
use-after-free vulnerability in Rust array-queue
","array_queue implements a circular queue that wraps around an array. However, it
fails to properly index into the array in the `pop_back` function allowing the
reading of previously dropped or uninitialized memory.
An issue was discovered in the array-queue crate through 2020-09-26 for Rust. A pop_back() call may lead to a use-after-free.
",Medium,"['https://github.com/raviqqe/array-queue/issues/2', 'https://nvd.nist.gov/vuln/detail/CVE-2020-35900', 'https://rustsec.org/advisories/RUSTSEC-2020-0047.html', 'https://github.com/raviqqe/array-queue', 'https://crates.io/crates/array-queue']"
GHSA-6wp2-fw3v-mfmc,array-tools,https://github.com/L117/array-tools,"['Memory Management', 'Exception Management']",2021-08-24 18:54:26+00:00,2021-08-25T20:57:19Z,"[('0.0.0-0', '0.3.2'), ('0', '0.3.2')]","`FixedCapacityDequeLike::clone()` can cause dropping uninitialized memory
Memory corruption in array-tools
","Affected versions of this crate don't guard against panics, so that partially uninitialized buffer is dropped when user-provided `T::clone()` panics in `FixedCapacityDequeLike<T, A>::clone()`. This causes memory corruption.
An issue was discovered in the array-tools crate before 0.3.2 for Rust. Affected versions of this crate don't guard against panics, so that partially uninitialized buffer is dropped when user-provided `T::clone()` panics in `FixedCapacityDequeLike<T, A>::clone()`. This causes memory corruption.

",Critical,"['https://raw.githubusercontent.com/rustsec/advisory-db/main/crates/array-tools/RUSTSEC-2020-0132.md', 'https://github.com/L117/array-tools', 'https://rustsec.org/advisories/RUSTSEC-2020-0132.html', 'https://nvd.nist.gov/vuln/detail/CVE-2020-36452', 'https://github.com/L117/array-tools/issues/2', 'https://crates.io/crates/array-tools']"
GHSA-69fv-gw6g-8ccg,arrayfire,https://github.com/arrayfire/arrayfire-rust,"['Memory Access', 'Memory Management']",2021-08-19 21:24:28+00:00,2021-08-25T20:43:26Z,"[('0', '3.6.0'), ('3.5.1-0', '3.6.0')]","Enum repr causing potential memory corruption
Potential memory corruption in arrayfire
","The attribute repr() added to enums to be compatible with C-FFI caused
memory corruption on MSVC toolchain.

arrayfire crates <= version 3.5.0 do not have this issue when used with
Rust versions 1.27 or earlier. The issue only started to appear since
Rust version 1.28.

The issue seems to be interlinked with which version of Rust is being used.

The issue was fixed in crate 3.6.0.
An issue was discovered in the arrayfire crate before 3.6.0 for Rust. Addition of the repr() attribute to an enum is mishandled, leading to memory corruption.
",Critical,"['https://github.com/arrayfire/arrayfire-rust', 'https://crates.io/crates/arrayfire', 'https://github.com/arrayfire/arrayfire-rust/pull/177', 'https://nvd.nist.gov/vuln/detail/CVE-2018-20998', 'https://rustsec.org/advisories/RUSTSEC-2018-0011.html']"
RUSTSEC-2021-0117,arrow,https://github.com/apache/arrow-rs,['Memory Access'],2021-12-22 21:15:54+00:00,2021-09-14T12:00:00Z,"[('0.0.0-0', '6.4.0')]","`DecimalArray` does not perform bound checks on accessing values and offsets
","`DecimalArray` performs insufficient bounds checks,
which allows out-of-bounds reads in safe code
if the lenght of the backing buffer is not a multiple of 16.
",nan,"['https://github.com/apache/arrow-rs/issues/775', 'https://rustsec.org/advisories/RUSTSEC-2021-0117.html', 'https://crates.io/crates/arrow']"
